Municipality,Year,Ethnic_Vote_Share,Casualty,Log_Casualty,HHI_SB,HHI_CB,HHI_SC,Pop_Density,Income_PC,Avg_Age,Avg_Age_Sqr,Refugees,Prison_Camps,Lost_Stock,CivilianCasualty,Log_CivilianCasualty
Skender Vakuf (Knezevo),1990,84.63219228,0.839427335,-0.175035364,0.636113132,0.210719693,0.567333074,53.2,11136.78031,28.67094963,822.0233529,1.127819549,0.05149861,17.48616601,0.041198888,-3.189344013
Kalesija,1990,86.54267543,1.604917601,0.473072416,0.678174219,0.791745171,0.182360698,150.9350181,4983.855151,27.21502547,740.6576115,4.147432371,0.119591476,28.01822765,0.48793322,-0.717576727
Zvornik,1990,89.02198561,5.05566148,1.6205087,0.508816526,0.590203792,0.378153155,162.9158317,27401.52531,28.8615167,832.9871461,9.774278861,0.344424626,20.77574244,2.76769789,1.018015888
Vlasenica,1990,90.53962136,8.225796948,2.107275185,0.495885062,0.55059107,0.421902401,66.94674556,24332.06647,27.89956396,778.3856693,4.548936421,0.353544281,27.12794869,5.924812916,1.779149111
Kupres (FBiH),1990,95.29334859,2.983988355,1.09326078,0.445938853,0.342040441,0.457699219,15.46302251,14096.17384,33.8216885,1143.906613,3.514244126,0.10397172,25.56616881,0.540652942,-0.614977718
Ilidza,1990,70.81754038,2.427248775,0.886758425,0.402633093,0.368785396,0.310633393,401.9940828,47974.82962,31.03771141,963.3395295,3.713734784,NA,24.7681185,0.628523485,-0.464381885
Stari Grad Sarajevo,1990,69.57175594,2.331310106,0.846430387,0.698612987,0.755686496,0.087262327,409.2258065,34029.87545,33.25353736,1105.797747,2.486993536,NA,32.62265003,NA,NA
Novo Sarajevo,1990,50.86924194,1.990766545,0.688519763,0.351334328,0.302132925,0.292502053,2023.170213,48739.48617,34.57496661,1195.428316,2.369359232,NA,22.67078613,NA,NA
Trnovo (FBiH),1990,78.02474794,5.049349163,1.619259356,0.56772785,0.682893225,0.292268166,15.50110865,13835.93191,34.61929624,1198.495672,1.230153054,NA,40.42407837,1.802317265,0.589073206
Pale (RS),1990,82.83755519,2.904310608,1.06619605,0.571942065,0.25939514,0.682232721,29.46846847,30667.07429,34.02146133,1157.459831,0.648119841,NA,7.895261553,0.354631611,-1.036675744
Foca (Srbinje),1990,90.8855713,6.792881297,1.915875196,0.484556137,0.510869257,0.449780563,32.00078989,20574.55632,34.47116975,1188.261544,5.183521339,0.370251524,25.7231993,4.475106756,1.498530208
Gorazde,1990,84.89782277,4.284991882,1.455118658,0.580597186,0.697747992,0.259875175,99.66312997,23465.99952,32.33778245,1045.732174,3.569052245,0.079844569,28.8794527,1.333404306,0.287735301
Stolac,1990,85.02673797,0.979604946,-0.020605905,0.360650832,0.389302257,0.284122506,34.53049908,23226.21915,34.0616937,1160.198978,4.625020074,0.2141213,30.60341444,0.540656282,-0.61497154
Trebinje,1990,79.52489348,1.125951736,0.118628666,0.583423603,0.15422905,0.653001071,25.72282158,30825.10647,35.03040715,1227.129425,8.581752484,0.064524455,9.486345308,0.187120919,-1.676000245
Mostar,1990,64.64074979,1.99797833,0.692135834,0.290678818,0.343133902,0.285835473,103.201304,35420.85479,32.21924851,1038.079974,5.114982468,0.118457213,35.45085482,0.682313548,-0.382265979
Odzak,1990,80.68594486,0.89832313,-0.107225442,0.198175511,0.450762802,0.452151716,146.6146341,15726.90977,30.59808358,936.2427186,7.229837636,0.099813681,NA,0.399254725,-0.918155657
Modrica,1990,66.89438042,1.766208969,0.568835424,0.324494839,0.283549548,0.318316105,121.1326531,25311.43122,32.06027293,1027.861101,12.67514672,0.028079634,NA,0.350995423,-1.046982095
