rid,race,latino,age,vote04,tvnews,newspaper,internet,approval,bush.th,obama.th,mccain.th,partyid,income
1068,2,2,83,1,,,0,0,60,70,60,1,
1069,2,2,56,1,,,7,0,0,85,0,1,
1070,2,2,60,1,7,0,,0,15,85,15,1,
1071,2,2,82,1,,,0,0,40,30,50,3,
1072,2,2,39,1,,,7,0,0,100,15,1,12
1073,4,2,50,1,,,2,1,70,40,60,2,
1074,2,2,39,1,,,0,0,0,100,0,1,9
1075,1,2,56,,0,0,,0,0,60,15,3,
1076,1,2,80,0,,,0,0,0,60,0,3,
1077,1,2,68,1,0,0,,0,0,100,0,1,
1078,1,2,20,0,0,0,,0,50,50,50,3,17
1079,2,2,24,,,,7,0,50,60,40,2,
1080,1,2,24,1,5,3,,0,15,100,30,3,
1081,1,2,23,0,,,3,0,30,85,40,3,21
1082,1,2,69,1,0,5,,0,60,0,85,1,
1083,4,1,32,1,1,0,,0,30,85,50,1,19
1084,1,2,31,1,,,0,0,0,85,15,1,11
1085,1,2,49,1,,,3,0,15,85,30,5,17
1086,1,2,48,0,,,2,0,0,30,30,1,17
1087,1,2,67,0,3,0,,0,50,60,85,5,13
1088,1,1,25,0,,,0,0,60,70,40,1,16
1089,1,2,86,1,,,0,0,0,85,30,1,14
1090,1,2,38,1,,,0,0,0,40,0,3,17
1091,1,2,38,1,1,0,,0,30,30,60,1,17
1092,1,2,28,1,0,0,,0,15,15,15,3,19
1093,1,2,26,0,1,0,,1,70,70,70,3,17
1094,2,2,27,1,5,0,,0,50,100,60,1,
1095,2,2,87,1,7,7,,,50,90,75,1,
1096,2,2,50,1,,,0,0,0,85,0,1,13
1097,7,2,55,1,,,4,1,70,70,50,5,17
1098,1,2,50,1,0,2,,0,40,60,50,3,18
1099,1,2,26,1,0,0,,0,40,60,70,5,14
1100,1,2,35,1,3,0,,0,15,70,40,3,14
1101,1,2,47,1,3,0,,0,50,70,70,1,
1102,1,2,34,1,0,0,,0,0,100,0,1,
1103,4,2,51,1,,,7,0,0,30,30,1,
1104,1,2,45,1,1,2,,1,70,70,85,3,
1105,2,2,40,0,3,0,,0,50,60,50,3,
1106,1,2,33,1,,,7,0,0,70,15,1,
1107,1,2,50,1,0,0,,0,0,60,0,3,12
1108,1,2,27,1,,,0,0,15,85,0,1,22
1109,1,2,39,1,7,5,,1,100,0,85,3,15
1110,1,2,63,1,,,0,0,60,60,70,3,20
1111,1,2,36,1,,,3,0,15,70,40,3,
1112,1,2,51,1,,,2,1,60,60,60,3,
1113,1,2,80,1,5,4,,0,15,60,70,3,
1114,1,2,74,1,7,7,,0,15,60,60,3,17
1115,2,2,40,1,4,2,,0,40,85,15,1,
1116,1,2,44,1,7,3,,0,30,100,40,3,
1117,1,2,30,1,2,0,,1,65,49,70,2,25
1118,1,2,90,1,,,0,0,60,30,60,2,
1119,1,2,58,1,7,4,,1,60,40,70,3,25
1120,1,2,48,1,,,7,1,100,15,100,2,
1121,1,2,63,1,7,7,,0,0,100,15,1,23
1122,1,2,90,1,0,6,,0,75,50,75,1,
1123,1,2,31,1,0,2,,0,60,30,85,2,19
1124,1,2,90,1,,,0,1,70,0,85,2,15
1125,1,2,54,1,0,0,,1,100,0,100,2,
1126,1,2,36,1,,,7,1,70,15,85,2,24
1127,1,2,35,1,,,7,0,60,15,60,2,25
1128,1,2,20,0,,,1,1,100,15,70,2,2
1129,1,2,54,1,0,0,,0,30,0,50,2,
1130,1,2,29,0,,,0,0,0,70,40,1,25
1131,1,2,82,1,7,3,,0,60,70,85,1,
1132,1,2,58,1,,,7,0,60,30,70,3,18
1133,2,2,31,1,2,7,,0,0,85,60,1,18
1134,2,2,51,,,,0,0,70,85,50,1,7
1135,2,2,45,1,7,7,,0,15,85,30,3,19
1136,2,2,47,1,,,7,,60,85,60,1,17
1137,2,2,33,0,0,0,,0,0,100,15,1,19
1138,2,2,21,0,,,7,0,0,100,30,1,15
1139,2,2,29,1,7,3,,0,40,85,50,3,
1140,2,2,39,1,,,3,0,15,100,30,3,
1141,2,2,42,1,7,0,,0,15,100,15,1,12
1142,2,2,61,1,1,5,,0,15,85,40,1,
1143,2,2,56,1,7,4,,0,0,100,0,1,
1144,2,2,67,1,7,4,,0,0,100,0,1,
1145,2,2,67,0,,,0,0,15,100,40,1,
1146,2,2,38,1,3,1,,0,0,100,15,1,
1147,2,2,41,0,,,3,0,0,100,15,1,9
1148,2,2,70,1,5,7,,0,15,100,0,1,
1149,2,2,28,1,3,2,,0,15,100,85,1,7
1150,2,2,20,1,2,1,,0,15,100,15,1,11
1151,2,2,37,1,7,4,,0,0,100,0,1,
1152,2,2,47,0,5,0,,0,50,50,50,5,7
1153,2,2,60,1,7,0,,0,50,50,50,1,
1154,1,2,88,1,,,0,0,85,85,85,1,
1155,2,2,29,0,3,3,,0,25,100,0,1,12
1156,2,2,44,0,,,0,0,70,70,60,1,6
1157,2,2,25,0,2,6,,0,70,85,50,1,3
1158,2,2,66,1,,,0,0,85,85,70,1,
1159,2,2,18,0,,,0,0,15,100,70,2,5
1160,2,2,64,1,7,0,,0,40,85,30,1,
1161,2,2,53,1,,,0,0,0,85,30,3,1
1162,2,2,24,0,,,7,1,70,100,50,3,
1163,2,2,35,0,5,1,,0,50,85,50,1,
1164,2,2,65,0,7,1,,0,40,100,30,1,
1165,2,2,36,0,0,0,,0,50,50,50,3,17
1166,1,2,49,1,1,0,,1,85,30,70,3,19
1167,1,2,45,1,,,5,1,70,0,85,2,20
1168,1,2,55,1,,,0,1,70,40,70,2,17
1169,1,2,62,0,0,5,,0,70,15,85,2,22
1170,1,2,18,0,0,0,,1,70,,,5,
1171,1,2,80,0,0,0,,1,75,50,50,5,
1172,1,2,24,1,,,1,0,60,70,70,1,13
1173,1,2,66,1,5,1,,1,100,50,,3,
1174,1,2,56,1,,,4,1,100,15,100,3,25
1175,2,2,42,0,,,7,0,50,85,40,1,14
1176,1,2,88,1,0,7,,1,70,60,70,1,
1177,1,2,60,1,6,2,,0,15,85,30,3,
1178,2,2,64,1,,,0,0,70,85,60,1,11
1179,1,2,29,1,,,7,0,0,85,30,1,14
1180,1,2,66,0,5,0,,1,50,,85,2,6
1181,2,2,56,0,,,2,0,0,70,50,5,
1182,1,2,52,0,6,1,,1,85,70,100,5,5
1183,2,2,25,1,2,7,,0,60,85,60,1,
1184,2,2,56,1,,,0,0,50,70,50,1,16
1185,1,2,42,1,0,1,,0,30,0,85,1,19
1186,2,2,40,1,1,1,,,40,70,30,3,
1187,1,2,69,1,7,7,,0,15,40,60,1,
1188,1,2,21,0,,,0,0,30,50,50,3,10
1189,1,2,64,1,1,1,,0,0,0,0,1,15
1190,1,2,48,1,7,7,,0,70,30,70,2,18
1191,1,2,46,1,,,7,0,15,100,30,1,18
1192,1,2,54,1,,,1,0,0,70,15,3,12
1193,1,2,28,1,,,5,0,40,15,70,3,
1194,1,2,22,1,3,0,,0,0,60,15,1,8
1195,1,2,49,1,7,1,,0,60,40,40,4,21
1196,1,2,66,0,,,7,0,15,85,0,1,12
1197,1,2,,1,7,6,,0,40,60,30,1,
1198,2,2,62,1,,,0,0,0,100,0,1,16
1199,2,2,69,1,,,0,0,15,85,70,1,11
1200,2,2,20,0,,,2,0,0,100,0,1,8
1201,2,2,32,1,2,2,,0,0,100,60,1,
1202,2,2,38,1,7,4,,0,50,85,60,3,5
1203,2,2,80,1,7,6,,0,0,100,40,1,13
1204,2,2,34,1,,,1,0,0,100,15,1,19
1205,2,2,28,1,,,7,0,70,100,85,3,18
1206,1,2,39,1,7,0,,0,85,70,85,2,18
1207,2,2,53,1,,,4,0,15,100,30,3,20
1208,2,2,52,1,,,0,0,30,85,50,1,9
1209,1,2,43,0,0,4,,0,40,70,15,1,18
1210,2,2,53,1,7,2,,0,40,85,50,1,20
1211,2,2,76,1,,,7,0,40,70,40,1,
1212,1,2,31,1,3,3,,0,0,100,15,1,12
1213,2,2,36,1,5,2,,0,0,100,0,1,19
1214,1,2,21,0,0,0,,0,30,95,30,3,18
1215,2,1,18,0,,,3,0,0,85,15,1,11
1216,2,2,41,1,,,7,0,0,100,0,1,14
1217,2,2,39,1,7,7,,0,40,85,50,1,23
1218,1,2,45,1,,,0,0,15,30,30,1,12
1219,2,2,51,1,,,7,0,0,100,60,1,22
1220,1,2,63,0,,,0,,40,50,40,1,17
1221,1,2,48,0,,,6,,60,60,60,3,
1222,1,2,57,1,0,0,,0,40,60,40,3,
1223,1,2,45,0,0,0,,1,50,50,50,3,5
1224,1,2,59,0,,,0,0,85,100,85,,5
1225,1,2,54,0,7,0,,0,100,0,70,2,17
1226,1,2,30,1,,,3,0,0,85,0,1,
1227,2,2,40,1,3,0,,0,15,100,15,1,
1228,2,2,23,1,,,0,0,40,60,50,1,17
1229,1,2,78,1,,,0,0,30,85,85,3,
1230,1,2,,1,,,0,0,60,70,60,2,
1231,1,2,,1,,,0,1,85,60,85,2,
1232,1,2,,1,7,7,,,,,,3,
1233,2,2,46,1,7,7,,0,15,85,50,1,17
1234,2,2,32,1,,,7,0,40,100,40,1,18
1235,1,1,80,1,0,7,,1,85,50,85,2,
1236,2,2,45,0,3,7,,0,40,85,40,1,2
1237,2,2,27,1,,,4,0,15,85,30,1,19
1238,4,1,53,1,0,0,,0,0,30,0,4,19
1239,1,2,38,0,,,0,0,30,85,60,2,
1240,1,2,69,1,,,4,0,30,40,40,3,
1241,1,2,28,1,,,7,0,50,30,70,2,16
1242,1,2,24,1,2,2,,0,15,60,85,2,
1243,1,2,66,1,,,7,0,30,60,85,2,
1244,1,2,57,1,0,0,,1,70,60,60,2,21
1245,1,2,40,1,,,5,0,60,50,60,2,25
1246,1,2,56,1,0,1,,1,70,40,60,2,24
1247,1,2,26,1,,,0,1,85,15,85,2,15
1248,1,2,33,0,0,1,,0,40,40,50,3,25
1249,2,2,36,1,,,2,0,15,70,15,1,
1250,1,2,21,0,,,0,1,40,50,50,1,1
1251,1,2,35,0,,,6,0,60,70,85,5,
1252,1,2,43,0,0,0,,1,60,50,50,3,
1253,1,2,57,1,2,2,,0,30,15,30,5,22
1254,1,2,23,0,,,0,0,50,15,50,5,
1255,1,2,32,1,,,2,1,85,15,75,3,
1256,1,2,66,1,,,0,1,100,0,85,2,
1257,1,2,55,1,0,6,,1,70,0,70,5,
1258,1,2,37,0,0,6,,0,0,40,0,5,18
1259,1,2,51,1,7,5,,1,70,30,85,2,19
1260,1,2,83,1,,,0,0,60,85,30,1,
1261,1,2,29,1,7,6,,1,70,60,60,2,19
1262,1,2,49,1,7,7,,0,30,60,50,3,20
1263,1,2,49,1,3,7,,0,60,60,85,2,18
1264,1,2,83,1,,,7,,85,60,85,2,
1265,1,2,57,1,,,0,1,85,15,100,2,18
1266,1,2,52,1,5,6,,1,70,15,100,2,25
1267,1,2,57,0,1,7,,0,40,50,50,5,14
1268,1,2,23,1,,,3,,70,15,70,3,
1269,1,2,70,1,,,1,1,80,15,85,2,13
1270,1,2,31,0,,,3,0,30,50,50,3,20
1271,1,2,28,1,,,1,0,0,50,15,3,
1272,1,2,58,1,,,0,,40,60,60,3,19
1273,1,2,36,,0,7,,1,70,50,40,2,
1274,1,2,55,0,0,7,,1,60,50,60,2,9
1275,1,2,61,1,2,7,,1,70,40,85,2,
1276,1,2,83,1,7,6,,0,0,50,50,3,11
1277,1,2,22,1,0,4,,,60,60,60,2,7
1278,1,2,46,1,0,7,,0,60,70,70,2,25
1279,1,2,77,1,,,0,1,70,40,85,2,
1280,4,1,37,1,,,0,0,30,70,40,1,14
1281,1,2,26,1,,,7,1,60,0,70,2,
1282,1,2,51,1,7,2,,1,85,0,85,2,21
1283,1,2,38,0,,,0,1,50,0,50,5,
1284,1,2,70,1,7,6,,0,30,70,60,3,15
1285,1,2,21,0,,,7,0,15,100,40,1,
1286,1,2,29,0,,,7,1,100,15,70,2,20
1287,1,2,47,1,,,0,0,15,100,30,3,25
1288,1,2,32,1,,,6,0,0,70,15,4,
1289,1,2,32,0,1,0,,1,60,40,85,2,24
1290,1,2,43,1,,,0,0,40,50,85,3,25
1291,1,1,57,1,,,0,1,85,30,85,2,19
1292,1,2,32,0,,,4,0,0,85,15,2,
1293,1,2,27,0,,,0,0,15,85,50,1,19
1294,1,1,36,0,7,3,,0,40,80,78,3,23
1295,1,2,49,1,7,0,,1,70,40,85,2,23
1296,1,1,43,1,,,4,0,0,70,40,1,23
1297,1,2,56,1,,,0,0,40,40,40,3,23
1298,4,2,38,0,,,0,,15,30,25,,
1299,1,2,51,1,7,0,,1,60,0,70,2,25
1300,1,2,45,1,7,1,,0,40,100,40,1,
1301,1,2,47,0,1,2,,0,40,60,50,1,19
1302,4,2,43,1,7,7,,0,40,70,60,1,25
1303,1,2,60,1,4,1,,0,60,30,85,3,25
1304,1,2,57,,,,0,0,60,40,70,2,
1305,1,2,71,1,,,0,1,100,40,100,2,24
1306,1,2,63,0,,,7,0,50,60,60,3,
1307,1,2,55,1,,,7,0,60,50,70,2,13
1308,1,2,25,1,3,0,,0,0,75,50,3,12
1309,1,2,53,1,,,0,1,60,70,40,1,
1310,5,2,32,0,,,6,0,0,85,30,3,21
1311,1,2,48,1,,,7,0,85,60,85,2,
1312,1,2,72,1,7,6,,0,60,50,60,1,
1313,4,1,37,0,,,7,1,15,60,50,1,17
1314,2,2,52,1,5,6,,0,0,85,15,1,13
1315,4,1,36,0,,,0,0,0,85,85,1,
1316,4,1,22,0,2,4,,1,30,60,50,3,2
1317,4,1,49,1,,,0,1,60,60,70,3,18
1318,4,1,49,1,,,0,0,15,15,15,1,18
1319,1,1,30,1,2,3,,0,60,85,60,1,15
1320,1,1,27,0,,,5,0,0,100,0,1,18
1321,1,2,59,1,7,0,,0,15,85,15,1,
1322,1,1,43,1,,,0,1,100,40,70,2,
1323,1,1,18,0,3,0,,0,30,100,15,1,3
1324,1,1,18,0,,,0,0,50,70,30,3,
1325,1,2,49,1,,,0,1,70,0,85,2,
1326,1,1,20,0,4,2,,0,0,0,60,3,7
1327,1,2,22,0,,,0,0,70,70,85,5,
1328,4,1,55,1,,,5,1,85,70,30,1,21
1329,4,1,66,1,,,0,0,70,85,50,1,
1330,4,1,52,0,0,0,,0,0,70,0,3,19
1331,1,1,78,1,3,6,,0,15,40,70,1,19
1332,1,1,26,0,,,0,0,50,100,50,1,
1333,1,1,36,0,1,3,,0,40,50,50,5,14
1334,1,1,87,1,,,0,0,50,85,30,1,
1335,4,1,67,1,,,0,0,70,100,60,1,13
1336,1,1,60,1,,,0,0,60,60,,1,13
1337,4,1,28,0,,,0,,50,70,50,5,
1338,1,1,33,0,5,0,,0,15,,,3,14
1339,4,1,54,0,7,0,,0,0,0,0,1,6
1340,1,2,60,1,3,0,,0,15,85,15,3,
1341,1,2,28,1,7,7,,1,70,30,60,2,19
1342,1,,76,0,,,0,1,50,50,100,1,17
1343,4,1,52,0,7,7,,0,70,85,50,1,
1344,1,1,57,1,,,0,0,15,100,0,1,12
1345,2,2,63,1,3,1,,0,40,100,70,1,
1346,1,2,33,0,0,1,,0,30,0,50,3,
1347,1,2,77,1,,,0,0,30,0,70,2,17
1348,4,1,35,1,,,3,0,15,60,85,3,21
1349,4,1,40,0,1,1,,1,60,15,60,3,17
1350,1,1,74,1,,,0,0,0,50,0,1,4
1351,4,1,80,1,,,0,1,50,,50,2,
1352,4,1,63,0,7,0,,1,1,1,1,1,
1353,4,1,49,0,,,0,1,70,85,85,3,8
1354,1,1,38,1,2,5,,0,40,100,50,1,15
1355,4,1,70,1,,,0,0,50,50,0,1,
1356,1,2,58,0,5,6,,,50,50,50,5,20
1357,1,1,56,1,,,0,0,60,70,85,3,12
1358,1,1,27,1,,,7,0,0,85,40,3,20
1359,1,2,69,1,,,7,0,0,0,40,2,11
1360,1,2,78,1,2,7,,0,0,0,0,3,
1361,4,1,17,0,,,0,0,40,85,60,3,9
1362,1,1,44,1,,,0,0,0,100,60,1,25
1363,1,1,58,1,,,0,,60,70,40,1,17
1364,4,1,29,1,7,1,,0,15,100,50,1,17
1365,1,1,75,1,,,0,0,30,60,0,1,
1366,4,1,40,1,0,2,,0,50,50,50,3,12
1367,6,1,31,0,,,1,0,50,85,40,3,15
1368,1,1,42,0,,,3,0,70,100,50,1,15
1369,4,1,28,0,,,0,1,70,50,50,1,8
1370,1,1,21,0,2,5,,0,50,70,70,3,
1371,1,1,43,1,0,6,,1,70,50,50,1,
1372,1,1,74,1,,,0,0,30,100,0,1,
1373,1,1,45,1,7,4,,0,50,50,85,1,
1374,1,1,24,0,1,6,,0,40,100,15,3,16
1375,1,2,50,1,7,3,,0,50,70,50,1,13
1376,1,2,55,1,5,7,,1,70,50,70,2,19
1377,4,1,60,0,1,0,,0,40,40,40,3,
1378,1,2,21,1,0,0,,1,100,0,70,2,
1379,1,2,21,0,0,1,,0,50,50,60,3,
1380,1,2,68,1,5,7,,0,0,70,30,3,
1381,1,2,50,1,,,1,0,30,85,30,3,17
1382,1,2,61,1,,,5,1,50,30,70,2,
1383,1,2,52,0,,,0,0,50,70,50,1,1
1384,1,2,54,0,7,6,,0,50,50,50,5,
1385,1,2,25,1,,,0,0,15,70,70,3,19
1386,1,2,55,1,0,6,,0,30,70,40,1,20
1387,4,1,22,0,2,5,,0,5,50,50,5,14
1388,1,2,21,0,2,7,,1,100,0,100,2,
1389,1,2,58,1,,,4,0,30,100,40,3,
1390,1,2,40,1,0,0,,1,60,15,60,2,13
1391,1,2,46,1,,,1,0,60,40,85,3,
1392,1,2,65,1,,,0,0,85,15,85,2,
1393,1,2,54,0,,,3,1,70,30,60,3,23
1394,1,2,52,1,0,7,,1,100,50,80,2,25
1395,1,2,50,1,,,7,0,60,85,30,1,18
1396,1,2,27,1,,,1,1,85,15,70,3,19
1397,1,2,43,1,,,0,1,75,25,90,2,21
1398,1,2,65,1,7,6,,,70,30,70,2,15
1399,1,2,60,1,,,2,,60,0,60,2,25
1400,1,1,26,0,,,1,0,40,85,50,1,15
1401,4,1,53,1,1,6,,0,50,40,60,2,18
1402,1,2,60,0,,,0,1,100,50,100,3,
1403,1,2,85,0,6,3,,0,40,0,0,3,
1404,1,2,57,0,5,6,,0,40,60,50,5,18
1405,1,2,77,1,7,6,,1,70,0,70,2,19
1406,1,2,50,1,,,3,1,85,40,60,2,
1407,2,1,53,1,,,0,0,15,50,40,1,12
1408,1,2,,1,5,3,,0,0,100,0,1,14
1409,4,1,26,1,5,0,,0,0,85,15,3,16
1410,2,1,48,1,,,2,0,0,100,30,1,25
1411,,2,,1,,,2,0,15,85,15,1,19
1412,1,2,32,1,,,7,0,0,100,15,3,
1413,1,2,21,0,,,0,0,15,70,0,1,
1414,1,1,70,1,,,0,0,15,85,60,3,
1415,1,1,40,1,,,7,0,15,100,30,1,15
1416,1,2,50,0,7,2,,0,0,85,30,3,
1417,2,2,52,0,,0,,0,,60,,5,
1418,2,2,,1,,,7,0,0,100,0,1,2
1419,1,1,44,1,5,0,,0,50,70,60,3,14
1420,2,2,,,4,3,,1,10,30,10,5,
1421,1,1,60,1,7,2,,0,15,85,40,3,
1422,4,2,89,0,,,0,,85,50,100,3,4
1423,1,1,22,0,2,4,,0,0,50,30,3,
1424,2,2,38,1,7,6,,0,15,85,40,1,
1425,1,2,84,1,1,0,,0,90,60,60,,
1426,4,1,28,0,,,0,0,0,100,15,1,5
1427,2,2,65,1,7,3,,0,30,60,30,3,
1428,1,1,82,,0,0,,1,0,50,0,2,1
1429,1,2,32,1,,,7,0,40,60,60,1,24
1430,4,2,45,1,1,7,,0,15,85,60,1,24
1431,1,2,35,1,1,0,,1,60,50,60,2,25
1432,1,2,25,1,,,2,1,70,60,85,2,23
1433,1,2,53,1,3,0,,1,70,40,70,3,21
1434,1,2,23,1,1,2,,0,0,60,40,3,15
1435,1,2,43,0,,,0,1,40,50,50,3,22
1436,1,2,40,0,,,0,0,15,70,40,3,19
1437,1,2,23,0,0,0,,1,85,15,85,1,25
1438,1,2,21,0,0,0,,0,60,50,50,3,23
1439,2,2,41,1,,,3,0,0,100,30,2,24
1440,1,2,85,1,,,0,0,0,100,40,3,
1441,1,1,61,1,6,0,,0,30,70,50,1,18
1442,1,2,52,0,,,0,0,60,40,50,2,19
1443,1,2,70,1,7,7,,0,30,60,50,3,
1444,1,2,41,1,,,5,0,15,85,30,1,22
1445,1,2,57,1,,,0,0,60,85,100,3,18
1446,1,2,41,0,,,0,0,0,15,85,2,24
1447,2,2,24,0,,,0,0,50,60,,4,
1448,1,2,64,1,6,7,,0,0,100,40,1,25
1449,1,2,46,1,,,5,0,15,85,35,1,
1450,1,2,52,1,5,1,,0,0,55,25,3,
1451,4,2,64,1,7,0,,0,15,70,50,1,16
1452,1,2,68,1,,,0,0,0,100,0,1,
1453,1,2,39,1,7,7,,0,50,50,50,2,20
1454,1,2,75,1,5,7,,1,70,15,85,2,
1455,2,2,39,0,7,0,,0,40,100,50,1,25
1456,1,2,79,1,,,0,0,30,85,60,3,19
1457,4,1,44,1,2,1,,0,0,85,40,1,14
1458,1,2,36,1,,,4,0,30,60,50,2,17
1459,1,2,60,1,7,4,,0,50,60,60,2,
1460,1,2,67,1,,,0,0,70,60,70,2,11
1461,1,2,53,1,6,7,,0,0,60,50,3,13
1462,1,2,53,0,0,3,,0,40,50,50,5,
1463,1,2,43,0,7,4,,0,50,70,40,3,9
1464,1,2,48,0,7,1,,,50,50,50,4,17
1465,1,2,65,0,,,0,1,60,70,50,3,
1466,1,2,42,1,,,0,0,30,50,50,3,12
1467,1,2,59,1,1,0,,0,50,30,40,2,13
1468,1,2,31,0,0,0,,0,35,99,50,3,11
1469,1,2,80,1,7,7,,0,40,40,60,2,12
1470,1,2,56,0,,,0,0,0,0,50,3,15
1471,1,2,38,,3,0,,0,30,60,50,3,
1472,1,2,55,1,7,7,,0,60,0,100,2,
1473,1,2,69,1,7,0,,0,0,65,30,3,
1474,1,2,35,1,,,7,0,0,100,15,3,16
1475,1,2,,0,4,0,,0,30,40,40,3,
1476,1,2,26,1,,,5,1,70,70,85,2,
1477,1,2,39,1,7,0,,0,15,60,15,3,13
1478,2,2,40,1,,,0,0,0,85,60,1,1
1479,1,2,41,1,0,7,,0,0,60,15,1,12
1480,1,2,83,1,7,0,,0,0,40,30,1,
1481,1,2,38,0,,,0,0,30,40,40,2,
1482,1,2,37,0,,,0,0,30,100,0,3,11
1483,1,2,,1,5,0,,0,40,50,40,1,20
1484,1,2,42,0,0,1,,0,40,100,50,5,
1485,1,2,80,1,7,7,,0,15,,70,2,
1486,1,2,83,1,,,0,0,0,50,30,3,
1487,1,2,86,1,7,0,,0,0,70,0,1,
1488,4,2,23,0,2,3,,0,0,75,15,3,
1489,4,1,76,0,7,7,,,40,100,0,,
1490,1,2,47,0,,,0,0,30,60,15,1,
1491,1,2,62,1,,,7,1,100,0,100,4,
1492,2,2,39,1,3,2,,0,0,40,30,3,22
1493,2,1,50,1,5,3,,0,0,100,0,1,12
1494,1,2,38,0,,,0,1,60,50,40,1,12
1495,4,2,47,0,,,2,0,50,50,50,3,17
1496,1,2,20,0,,,3,0,30,85,40,1,16
1497,2,2,26,1,7,1,,0,15,85,30,1,
1498,2,2,41,1,,,7,0,0,85,15,1,
1499,2,1,22,0,0,0,,0,30,60,50,1,
1500,2,2,45,1,2,3,,0,0,85,50,1,19
1501,1,1,37,0,0,0,,0,50,50,50,3,
1502,2,2,56,0,5,5,,,15,30,,5,5
1503,2,2,48,1,2,5,,0,50,100,50,1,15
1504,2,2,52,0,,,0,0,0,100,0,1,
1505,2,2,28,0,,,3,0,30,85,50,1,8
1506,2,2,49,1,,,0,0,0,100,0,1,17
1507,2,2,41,0,,,3,0,40,85,40,1,3
1508,2,2,54,1,,,0,0,15,85,15,1,17
1509,4,2,23,1,7,2,,0,15,85,50,3,
1510,2,2,51,0,,,0,0,0,85,0,1,
1511,2,2,38,1,,,6,0,0,85,30,3,
1512,4,2,32,0,,,4,0,0,70,85,3,18
1513,4,2,61,1,1,7,,0,60,70,70,3,3
1514,4,2,54,1,,,7,0,30,50,40,1,19
1515,2,2,50,1,,,7,0,40,100,40,1,16
1516,4,1,30,0,1,0,,0,0,85,50,1,11
1517,2,2,46,1,7,7,,0,0,100,30,1,
1518,1,2,45,1,5,5,,0,40,85,40,1,19
1519,2,2,52,0,3,0,,0,0,100,0,1,22
1520,1,2,29,1,3,0,,0,65,50,75,2,
1521,4,2,59,,,,0,1,85,50,60,3,
1522,1,2,78,1,,,3,1,85,50,85,2,
1523,1,2,50,1,5,7,,1,75,25,85,3,
1524,2,2,30,0,3,0,,0,30,100,15,1,9
1525,2,2,40,1,,,2,0,40,70,30,1,16
1526,2,2,54,1,,,0,0,40,50,60,1,13
1527,4,2,28,0,,,1,0,40,60,50,3,18
1528,1,2,51,1,,,0,0,30,15,30,2,18
1529,4,2,55,1,5,0,,0,0,85,15,1,
1530,1,2,46,0,,,0,0,50,70,40,1,
1531,1,2,60,1,2,7,,0,0,60,40,5,18
1532,1,2,37,1,0,0,,0,15,60,50,1,22
1533,1,2,48,1,5,5,,1,70,30,85,3,
1534,1,2,49,1,7,7,,0,40,50,40,1,17
1535,1,2,53,1,,,6,0,70,40,60,2,12
1536,1,2,35,1,0,2,,0,50,100,40,1,1
1537,1,2,72,0,5,0,,0,0,40,0,1,
1538,1,2,23,0,,,3,0,50,50,50,3,1
1539,1,2,33,0,,,0,0,40,0,15,1,18
1540,1,2,66,1,,,0,0,0,40,60,1,16
1541,2,2,52,1,3,4,,0,0,100,0,1,18
1542,1,2,70,1,7,3,,0,40,70,40,1,
1543,1,2,73,1,,,0,0,30,70,30,1,17
1544,1,2,52,1,0,5,,0,40,30,60,2,19
1545,1,2,41,1,,,0,1,70,50,70,2,17
1546,1,2,51,0,2,0,,0,0,60,15,1,16
1547,1,2,29,1,,,7,0,0,85,15,1,
1548,1,2,47,1,,,1,1,85,50,70,3,17
1549,1,2,23,0,0,2,,0,30,70,40,3,
1550,1,2,41,1,,,0,0,30,85,50,1,12
1551,4,1,32,1,,,3,0,30,70,40,3,2
1552,1,2,36,1,,,0,1,100,0,85,2,17
1553,1,2,54,1,7,7,,0,30,40,70,1,18
1554,1,2,53,1,,,5,0,0,90,30,1,24
1555,1,2,36,0,7,7,,1,40,70,40,3,14
1556,1,2,66,1,,,7,0,15,85,85,3,
1557,1,2,37,1,,,5,0,15,85,40,1,17
1558,1,2,63,1,7,1,,1,85,30,70,2,13
1559,1,2,38,0,2,1,,1,50,50,,3,13
1560,1,2,59,1,3,3,,0,50,60,60,3,
1561,1,2,65,1,,,0,1,50,30,50,1,12
1562,1,2,54,1,5,7,,1,70,40,40,2,25
1563,1,2,75,1,,,0,0,50,50,70,2,17
1564,5,2,58,1,2,0,,0,60,60,60,1,15
1565,1,2,48,1,,,0,0,40,30,60,2,18
1566,1,2,62,0,,,0,1,85,50,50,,17
1567,1,2,34,1,,,0,0,40,60,40,3,9
1568,1,2,42,0,,,0,0,0,50,50,3,18
1569,1,2,18,0,0,0,,1,60,50,50,2,16
1570,1,2,50,0,7,7,,1,60,50,50,2,25
1571,1,2,41,0,,,0,0,30,15,50,2,23
1572,1,2,43,0,4,7,,0,50,20,70,2,
1573,1,2,68,1,2,6,,0,70,70,85,2,25
1574,1,2,69,1,2,0,,1,85,15,85,2,17
1575,1,2,59,1,,,0,1,70,15,85,3,
1576,1,2,67,1,7,0,,0,15,100,15,1,14
1577,1,2,47,1,7,2,,1,60,15,70,2,17
1578,1,2,64,1,7,7,,0,15,85,30,1,18
1579,1,2,47,1,7,0,,0,0,85,15,1,
1580,2,2,41,1,,,0,0,30,85,50,1,
1581,2,2,35,1,7,0,,0,0,70,30,1,
1582,2,2,50,1,,,0,0,40,40,40,1,
1583,2,2,62,0,7,0,,0,40,70,40,1,
